id,seller_id,category_id,title,slug,description,short_description,price,compare_price,sku,inventory_count,weight,dimensions,images,is_active,is_featured,has_variants,approval_status,rejection_reason,approved_at,approved_by,rating,review_count,view_count,created_at,updated_at
129,3,1,Smart Fitness Watch - Black,smart-fitness-watch---black-20,"Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.","Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.",186.49,243.86399999999998,SKU-000020-1724,18,0.9934360048074458,\N,"[""/uploads/products/product_129.png""]",true,true,false,approved,\N,\N,\N,4.4,20,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
130,1,1,Deluxe Smart Fitness Watch,deluxe-smart-fitness-watch-21,"Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.","Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.",167.49,236.988,SKU-000021-1518,44,2.4524732784159697,\N,"[""/uploads/products/product_130.png""]",true,false,false,approved,\N,\N,\N,3.9,31,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
131,2,1,Smart Fitness Watch V2,smart-fitness-watch-v2-22,"Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.","Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.",210.54,268.764,SKU-000022-9258,13,3.8592979228431195,\N,"[""/uploads/products/product_131.png""]",true,true,false,approved,\N,\N,\N,4.7,8,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
132,2,1,Deluxe Smart Fitness Watch,deluxe-smart-fitness-watch-23,"Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.","Advanced fitness tracking with heart rate monitor, GPS, and smartphone connectivity.",168.18,207.288,SKU-000023-6282,96,2.8383962029464933,\N,"[""/uploads/products/product_132.png""]",true,false,false,approved,\N,\N,\N,4.5,32,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
133,2,1,Gaming Laptop Series,gaming-laptop-series-24,High-performance gaming laptop with RTX graphics and 16GB RAM.,High-performance gaming laptop with RTX graphics and 16GB RAM.,1341.33,1770.696,SKU-000024-1303,71,0.4872248046459411,\N,"[""/uploads/products/product_133.png""]",true,true,false,approved,\N,\N,\N,3.8,22,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
134,2,1,Gaming Laptop - White,gaming-laptop---white-25,High-performance gaming laptop with RTX graphics and 16GB RAM.,High-performance gaming laptop with RTX graphics and 16GB RAM.,1591.34,2088.6479999999997,SKU-000025-7566,34,1.0385236796318242,\N,"[""/uploads/products/product_134.png""]",true,false,false,approved,\N,\N,\N,3.8,29,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
135,2,1,Gaming Laptop Model,gaming-laptop-model-26,High-performance gaming laptop with RTX graphics and 16GB RAM.,High-performance gaming laptop with RTX graphics and 16GB RAM.,1568.68,2165.04,SKU-000026-5640,28,2.2679748569136406,\N,"[""/uploads/products/product_135.png""]",true,true,false,approved,\N,\N,\N,4.8,19,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
136,2,1,Gaming Laptop - Silver,gaming-laptop---silver-27,High-performance gaming laptop with RTX graphics and 16GB RAM.,High-performance gaming laptop with RTX graphics and 16GB RAM.,1267.59,1657.2959999999998,SKU-000027-4575,15,3.111751680264747,\N,"[""/uploads/products/product_136.png""]",true,false,false,approved,\N,\N,\N,4.6,22,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
137,2,1,Gaming Laptop Plus,gaming-laptop-plus-28,High-performance gaming laptop with RTX graphics and 16GB RAM.,High-performance gaming laptop with RTX graphics and 16GB RAM.,1403.44,1781.652,SKU-000028-8777,84,0.40535969040618125,\N,"[""/uploads/products/product_137.png""]",true,false,false,approved,\N,\N,\N,4.1,33,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
138,1,1,Gaming Laptop,gaming-laptop-29,High-performance gaming laptop with RTX graphics and 16GB RAM.,High-performance gaming laptop with RTX graphics and 16GB RAM.,1631.37,2101.752,SKU-000029-9307,38,3.8954002311716787,\N,"[""/uploads/products/product_138.png""]",true,false,false,approved,\N,\N,\N,4.1,17,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
139,2,1,Premium Gaming Laptop,premium-gaming-laptop-30,High-performance gaming laptop with RTX graphics and 16GB RAM.,High-performance gaming laptop with RTX graphics and 16GB RAM.,995.62,1330.464,SKU-000030-5124,83,4.800924285376699,\N,"[""/uploads/products/product_139.png""]",true,false,false,approved,\N,\N,\N,3.9,16,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
140,2,1,Gaming Laptop,gaming-laptop-31,High-performance gaming laptop with RTX graphics and 16GB RAM.,High-performance gaming laptop with RTX graphics and 16GB RAM.,1634.82,1913.856,SKU-000031-4984,59,0.7042244341187318,\N,"[""/uploads/products/product_140.png""]",true,false,false,approved,\N,\N,\N,4.8,23,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
141,3,1,Premium Smartphone,premium-smartphone-32,Latest smartphone with advanced camera system and 5G connectivity.,Latest smartphone with advanced camera system and 5G connectivity.,1003.76,1166.988,SKU-000032-2207,28,1.3538425668705052,\N,"[""/uploads/products/product_141.png""]",true,false,false,approved,\N,\N,\N,4.0,15,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
142,2,1,Smartphone,smartphone-33,Latest smartphone with advanced camera system and 5G connectivity.,Latest smartphone with advanced camera system and 5G connectivity.,707.04,900.0840000000001,SKU-000033-4173,95,3.2689747999029133,\N,"[""/uploads/products/product_142.png""]",true,false,false,approved,\N,\N,\N,3.9,2,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
143,3,1,Smartphone,smartphone-34,Latest smartphone with advanced camera system and 5G connectivity.,Latest smartphone with advanced camera system and 5G connectivity.,853.94,998.928,SKU-000034-3495,84,3.4532494003923184,\N,"[""/uploads/products/product_143.png""]",true,false,false,approved,\N,\N,\N,4.0,21,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
144,2,1,Smartphone Edition,smartphone-edition-35,Latest smartphone with advanced camera system and 5G connectivity.,Latest smartphone with advanced camera system and 5G connectivity.,578.55,688.1159999999999,SKU-000035-3867,46,2.467075136731466,\N,"[""/uploads/products/product_144.png""]",true,false,false,approved,\N,\N,\N,3.5,10,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
145,3,1,Smartphone Series,smartphone-series-36,Latest smartphone with advanced camera system and 5G connectivity.,Latest smartphone with advanced camera system and 5G connectivity.,626.74,805.284,SKU-000036-1795,71,1.2054743161430175,\N,"[""/uploads/products/product_145.png""]",true,false,false,approved,\N,\N,\N,3.8,31,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
146,1,1,Smartphone - Silver,smartphone---silver-37,Latest smartphone with advanced camera system and 5G connectivity.,Latest smartphone with advanced camera system and 5G connectivity.,854.09,1154.6879999999999,SKU-000037-5840,86,3.0023559042226378,\N,"[""/uploads/products/product_146.png""]",true,false,false,approved,\N,\N,\N,4.5,32,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
147,3,1,Smartphone Model,smartphone-model-38,Latest smartphone with advanced camera system and 5G connectivity.,Latest smartphone with advanced camera system and 5G connectivity.,913.73,1218.84,SKU-000038-1489,54,0.3591560907692025,\N,"[""/uploads/products/product_147.png""]",true,false,false,approved,\N,\N,\N,4.2,43,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
148,1,1,Smartphone - Silver,smartphone---silver-39,Latest smartphone with advanced camera system and 5G connectivity.,Latest smartphone with advanced camera system and 5G connectivity.,936.29,1135.8,SKU-000039-8642,32,2.522455158293162,\N,"[""/uploads/products/product_148.png""]",true,false,false,approved,\N,\N,\N,4.9,34,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
149,3,1,Pro Smartphone,pro-smartphone-40,Latest smartphone with advanced camera system and 5G connectivity.,Latest smartphone with advanced camera system and 5G connectivity.,827.64,1134.444,SKU-000040-4273,75,0.3679694358662463,\N,"[""/uploads/products/product_149.png""]",true,false,false,approved,\N,\N,\N,4.8,26,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
150,2,1,Premium Tablet,premium-tablet-41,10-inch tablet with high-resolution display and all-day battery life.,10-inch tablet with high-resolution display and all-day battery life.,397.51,520.9079999999999,SKU-000041-7610,12,1.844529564743564,\N,"[""/uploads/products/product_150.png""]",true,false,false,approved,\N,\N,\N,3.7,50,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
151,1,1,Tablet,tablet-42,10-inch tablet with high-resolution display and all-day battery life.,10-inch tablet with high-resolution display and all-day battery life.,300.48,335.904,SKU-000042-7103,50,0.9313711963823369,\N,"[""/uploads/products/product_151.png""]",true,false,false,approved,\N,\N,\N,4.8,34,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
152,1,1,Tablet,tablet-43,10-inch tablet with high-resolution display and all-day battery life.,10-inch tablet with high-resolution display and all-day battery life.,291.54,412.02000000000004,SKU-000043-9686,57,4.716611247856024,\N,"[""/uploads/products/product_152.png""]",true,false,false,approved,\N,\N,\N,4.5,26,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
153,3,1,Tablet Model,tablet-model-44,10-inch tablet with high-resolution display and all-day battery life.,10-inch tablet with high-resolution display and all-day battery life.,329.93,415.644,SKU-000044-7947,86,2.894389866663305,\N,"[""/uploads/products/product_153.png""]",true,false,false,approved,\N,\N,\N,3.7,15,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
154,3,1,Classic Tablet,classic-tablet-45,10-inch tablet with high-resolution display and all-day battery life.,10-inch tablet with high-resolution display and all-day battery life.,257.2,321.09599999999995,SKU-000045-5894,36,4.66542670361867,\N,"[""/uploads/products/product_154.png""]",true,false,false,approved,\N,\N,\N,3.9,32,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
155,2,1,Tablet - Silver,tablet---silver-46,10-inch tablet with high-resolution display and all-day battery life.,10-inch tablet with high-resolution display and all-day battery life.,335.48,432.828,SKU-000046-8697,25,1.0814389843061418,\N,"[""/uploads/products/product_155.png""]",true,false,false,approved,\N,\N,\N,4.5,33,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
156,1,1,Tablet Series,tablet-series-47,10-inch tablet with high-resolution display and all-day battery life.,10-inch tablet with high-resolution display and all-day battery life.,324.4,454.656,SKU-000047-7114,93,0.4286344834864757,\N,"[""/uploads/products/product_156.png""]",true,false,false,approved,\N,\N,\N,3.5,9,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
157,2,1,Tablet Max,tablet-max-48,10-inch tablet with high-resolution display and all-day battery life.,10-inch tablet with high-resolution display and all-day battery life.,358.58,407.03999999999996,SKU-000048-1401,42,0.566611730009873,\N,"[""/uploads/products/product_157.png""]",true,true,false,approved,\N,\N,\N,4.0,19,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
158,3,1,Tablet Lite,tablet-lite-49,10-inch tablet with high-resolution display and all-day battery life.,10-inch tablet with high-resolution display and all-day battery life.,298.82,420.69599999999997,SKU-000049-7239,66,4.121047834918186,\N,"[""/uploads/products/product_158.png""]",true,true,false,approved,\N,\N,\N,3.9,19,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
159,1,1,Tablet - Silver,tablet---silver-50,10-inch tablet with high-resolution display and all-day battery life.,10-inch tablet with high-resolution display and all-day battery life.,493.59,580.452,SKU-000050-3994,23,4.664801504129709,\N,"[""/uploads/products/product_159.png""]",true,false,false,approved,\N,\N,\N,4.7,12,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
160,2,1,Tablet - Blue,tablet---blue-51,10-inch tablet with high-resolution display and all-day battery life.,10-inch tablet with high-resolution display and all-day battery life.,372.92,459.32399999999996,SKU-000051-5406,42,0.19403477330707758,\N,"[""/uploads/products/product_160.png""]",true,false,false,approved,\N,\N,\N,3.7,1,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
161,1,1,Tablet - Blue,tablet---blue-52,10-inch tablet with high-resolution display and all-day battery life.,10-inch tablet with high-resolution display and all-day battery life.,355.04,498.264,SKU-000052-8906,12,3.025099382362213,\N,"[""/uploads/products/product_161.png""]",true,true,false,approved,\N,\N,\N,4.2,14,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
162,1,1,Deluxe Wireless Earbuds,deluxe-wireless-earbuds-53,True wireless earbuds with active noise cancellation.,True wireless earbuds with active noise cancellation.,203.61,234.624,SKU-000053-6040,61,0.8163376900838263,\N,"[""/uploads/products/product_162.png""]",true,true,false,approved,\N,\N,\N,3.8,39,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
163,1,1,Standard Wireless Earbuds,standard-wireless-earbuds-54,True wireless earbuds with active noise cancellation.,True wireless earbuds with active noise cancellation.,158.49,220.956,SKU-000054-6879,36,2.8076400944270548,\N,"[""/uploads/products/product_163.png""]",true,false,false,approved,\N,\N,\N,3.7,6,\N,2025-09-17T14:11:40,2025-11-07T20:11:14
164,2,1,Wireless Earbuds Model,wireless-earbuds-model-55,True wireless earbuds with active noise cancellation.,True wireless earbuds with active noise cancellation.,136.25,186.144,SKU-000055-4494,100,1.7191544226486815,\N,"[""/uploads/products/product_164.png""]",true,true,false,approved,\N,\N,\N,4.9,7,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
165,2,1,Wireless Earbuds Series,wireless-earbuds-series-56,True wireless earbuds with active noise cancellation.,True wireless earbuds with active noise cancellation.,170.42,204.216,SKU-000056-8446,28,3.6955889223404794,\N,"[""/uploads/products/product_165.png""]",true,false,false,approved,\N,\N,\N,3.6,49,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
166,2,1,Wireless Earbuds Plus,wireless-earbuds-plus-57,True wireless earbuds with active noise cancellation.,True wireless earbuds with active noise cancellation.,156.17,206.844,SKU-000057-6143,60,1.2093346751893448,\N,"[""/uploads/products/product_166.png""]",true,false,false,approved,\N,\N,\N,3.7,23,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
167,3,1,Wireless Earbuds - Blue,wireless-earbuds---blue-58,True wireless earbuds with active noise cancellation.,True wireless earbuds with active noise cancellation.,174.9,223.69199999999998,SKU-000058-1871,44,3.5579593093782957,\N,"[""/uploads/products/product_167.png""]",true,false,false,approved,\N,\N,\N,3.6,48,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
168,2,1,Elite Wireless Earbuds,elite-wireless-earbuds-59,True wireless earbuds with active noise cancellation.,True wireless earbuds with active noise cancellation.,206.14,266.46,SKU-000059-3045,41,0.9271461852654818,\N,"[""/uploads/products/product_168.png""]",true,true,false,approved,\N,\N,\N,4.6,6,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
169,3,1,Wireless Earbuds,wireless-earbuds-60,True wireless earbuds with active noise cancellation.,True wireless earbuds with active noise cancellation.,217.14,248.07599999999996,SKU-000060-6165,59,1.6218670973135318,\N,"[""/uploads/products/product_169.png""]",true,false,false,approved,\N,\N,\N,3.6,7,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
170,1,1,Wireless Earbuds V2,wireless-earbuds-v2-61,True wireless earbuds with active noise cancellation.,True wireless earbuds with active noise cancellation.,191.45,262.548,SKU-000061-2022,37,3.6376744040825804,\N,"[""/uploads/products/product_170.png""]",true,false,false,approved,\N,\N,\N,4.3,46,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
171,1,1,Wireless Earbuds - Red,wireless-earbuds---red-62,True wireless earbuds with active noise cancellation.,True wireless earbuds with active noise cancellation.,159.78,179.676,SKU-000062-9894,52,1.8928477150130905,\N,"[""/uploads/products/product_171.png""]",true,false,false,approved,\N,\N,\N,4.3,32,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
172,1,1,Pro Smart Speaker,pro-smart-speaker-63,Voice-controlled smart speaker with premium sound quality.,Voice-controlled smart speaker with premium sound quality.,121.96,143.35199999999998,SKU-000063-8175,18,4.797094449279247,\N,"[""/uploads/products/product_172.png""]",true,false,false,approved,\N,\N,\N,4.0,18,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
173,3,1,Smart Speaker Plus,smart-speaker-plus-64,Voice-controlled smart speaker with premium sound quality.,Voice-controlled smart speaker with premium sound quality.,107.93,131.052,SKU-000064-4591,43,2.386509456386247,\N,"[""/uploads/products/product_173.png""]",true,false,false,approved,\N,\N,\N,4.2,9,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
174,1,1,Ultra Smart Speaker,ultra-smart-speaker-65,Voice-controlled smart speaker with premium sound quality.,Voice-controlled smart speaker with premium sound quality.,144.81,175.72799999999998,SKU-000065-1178,82,2.229193843167487,\N,"[""/uploads/products/product_174.png""]",true,false,false,approved,\N,\N,\N,4.8,35,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
175,2,1,Smart Speaker,smart-speaker-66,Voice-controlled smart speaker with premium sound quality.,Voice-controlled smart speaker with premium sound quality.,107.35,144.28799999999998,SKU-000066-5059,72,0.7534939403243829,\N,"[""/uploads/products/product_175.png""]",true,false,false,approved,\N,\N,\N,5.0,35,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
176,1,1,Smart Speaker Edition,smart-speaker-edition-67,Voice-controlled smart speaker with premium sound quality.,Voice-controlled smart speaker with premium sound quality.,117.09,166.008,SKU-000067-7672,44,0.8269108176576871,\N,"[""/uploads/products/product_176.png""]",true,false,false,approved,\N,\N,\N,4.6,37,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
177,1,1,Smart Speaker - Red,smart-speaker---red-68,Voice-controlled smart speaker with premium sound quality.,Voice-controlled smart speaker with premium sound quality.,121.59,155.7,SKU-000068-9433,41,1.2960588627776173,\N,"[""/uploads/products/product_177.png""]",true,false,false,approved,\N,\N,\N,3.8,41,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
178,1,1,Smart Speaker Lite,smart-speaker-lite-69,Voice-controlled smart speaker with premium sound quality.,Voice-controlled smart speaker with premium sound quality.,111.83,136.476,SKU-000069-9189,22,4.917803537037865,\N,"[""/uploads/products/product_178.png""]",true,false,false,approved,\N,\N,\N,4.1,31,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
179,2,1,Pro Smart Speaker,pro-smart-speaker-70,Voice-controlled smart speaker with premium sound quality.,Voice-controlled smart speaker with premium sound quality.,117.5,138.204,SKU-000070-1579,62,2.3021329122572256,\N,"[""/uploads/products/product_179.png""]",true,false,false,approved,\N,\N,\N,4.7,5,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
180,1,1,Smart Speaker Max,smart-speaker-max-71,Voice-controlled smart speaker with premium sound quality.,Voice-controlled smart speaker with premium sound quality.,107.6,127.344,SKU-000071-7904,68,4.541470612769794,\N,"[""/uploads/products/product_180.png""]",true,false,false,approved,\N,\N,\N,3.8,2,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
181,3,1,Smart Speaker - Silver,smart-speaker---silver-72,Voice-controlled smart speaker with premium sound quality.,Voice-controlled smart speaker with premium sound quality.,107.04,139.38,SKU-000072-4865,46,4.779733847598395,\N,"[""/uploads/products/product_181.png""]",true,false,false,approved,\N,\N,\N,3.6,16,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
182,1,1,Deluxe Smart Speaker,deluxe-smart-speaker-73,Voice-controlled smart speaker with premium sound quality.,Voice-controlled smart speaker with premium sound quality.,101.35,131.56799999999998,SKU-000073-1981,17,3.01643714420596,\N,"[""/uploads/products/product_182.png""]",true,true,false,approved,\N,\N,\N,4.8,28,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
183,2,1,4K Monitor,4k-monitor-74,27-inch 4K monitor with HDR support and USB-C connectivity.,27-inch 4K monitor with HDR support and USB-C connectivity.,256.61,340.82399999999996,SKU-000074-6565,6,4.960348257866856,\N,"[""/uploads/products/product_183.png""]",true,true,false,approved,\N,\N,\N,3.9,32,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
184,1,1,4K Monitor,4k-monitor-75,27-inch 4K monitor with HDR support and USB-C connectivity.,27-inch 4K monitor with HDR support and USB-C connectivity.,365.25,463.97999999999996,SKU-000075-8064,27,3.6003348597730875,\N,"[""/uploads/products/product_184.png""]",true,false,false,approved,\N,\N,\N,4.3,46,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
185,2,1,4K Monitor Series,4k-monitor-series-76,27-inch 4K monitor with HDR support and USB-C connectivity.,27-inch 4K monitor with HDR support and USB-C connectivity.,406.62,509.7,SKU-000076-1703,40,3.5484134181901728,\N,"[""/uploads/products/product_185.png""]",true,false,false,approved,\N,\N,\N,4.5,40,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
186,2,1,4K Monitor - Black,4k-monitor---black-77,27-inch 4K monitor with HDR support and USB-C connectivity.,27-inch 4K monitor with HDR support and USB-C connectivity.,249.6,302.196,SKU-000077-6241,89,2.9936639024295935,\N,"[""/uploads/products/product_186.png""]",true,false,false,approved,\N,\N,\N,4.0,21,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
187,2,1,Advanced 4K Monitor,advanced-4k-monitor-78,27-inch 4K monitor with HDR support and USB-C connectivity.,27-inch 4K monitor with HDR support and USB-C connectivity.,277.91,318.72,SKU-000078-2498,90,3.816587200883364,\N,"[""/uploads/products/product_187.png""]",true,false,false,approved,\N,\N,\N,4.1,5,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
188,3,1,4K Monitor,4k-monitor-79,27-inch 4K monitor with HDR support and USB-C connectivity.,27-inch 4K monitor with HDR support and USB-C connectivity.,325.69,385.75199999999995,SKU-000079-5352,51,1.8320809739335282,\N,"[""/uploads/products/product_188.png""]",true,false,false,approved,\N,\N,\N,4.5,49,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
189,2,1,4K Monitor - Black,4k-monitor---black-80,27-inch 4K monitor with HDR support and USB-C connectivity.,27-inch 4K monitor with HDR support and USB-C connectivity.,342.84,472.0079999999999,SKU-000080-8439,5,1.3829022478879454,\N,"[""/uploads/products/product_189.png""]",true,false,false,approved,\N,\N,\N,3.7,39,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
190,3,1,Deluxe 4K Monitor,deluxe-4k-monitor-81,27-inch 4K monitor with HDR support and USB-C connectivity.,27-inch 4K monitor with HDR support and USB-C connectivity.,301.74,358.128,SKU-000081-8215,100,3.144433043780831,\N,"[""/uploads/products/product_190.png""]",true,false,false,approved,\N,\N,\N,4.2,46,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
191,2,1,Classic Mechanical Keyboard,classic-mechanical-keyboard-82,RGB mechanical gaming keyboard with customizable switches.,RGB mechanical gaming keyboard with customizable switches.,132.53,189.01199999999997,SKU-000082-5620,15,2.243335013167927,\N,"[""/uploads/products/product_191.png""]",true,false,false,approved,\N,\N,\N,3.7,0,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
192,2,1,Standard Mechanical Keyboard,standard-mechanical-keyboard-83,RGB mechanical gaming keyboard with customizable switches.,RGB mechanical gaming keyboard with customizable switches.,138.03,179.736,SKU-000083-8633,69,3.199126231432156,\N,"[""/uploads/products/product_192.png""]",true,false,false,approved,\N,\N,\N,4.3,6,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
193,3,1,Mechanical Keyboard Edition,mechanical-keyboard-edition-84,RGB mechanical gaming keyboard with customizable switches.,RGB mechanical gaming keyboard with customizable switches.,100.71,133.75199999999998,SKU-000084-2827,31,4.92347259652659,\N,"[""/uploads/products/product_193.png""]",true,false,false,approved,\N,\N,\N,3.7,26,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
194,1,1,Mechanical Keyboard,mechanical-keyboard-85,RGB mechanical gaming keyboard with customizable switches.,RGB mechanical gaming keyboard with customizable switches.,120.93,159.98399999999998,SKU-000085-6344,14,1.0412606453353275,\N,"[""/uploads/products/product_194.png""]",true,false,false,approved,\N,\N,\N,4.9,47,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
195,1,1,Mechanical Keyboard V2,mechanical-keyboard-v2-86,RGB mechanical gaming keyboard with customizable switches.,RGB mechanical gaming keyboard with customizable switches.,115.12,148.488,SKU-000086-5430,6,4.107517698834235,\N,"[""/uploads/products/product_195.png""]",true,false,false,approved,\N,\N,\N,4.1,49,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
196,3,1,Mechanical Keyboard Series,mechanical-keyboard-series-87,RGB mechanical gaming keyboard with customizable switches.,RGB mechanical gaming keyboard with customizable switches.,167.09,212.196,SKU-000087-6815,66,2.2201593269891418,\N,"[""/uploads/products/product_196.png""]",true,false,false,approved,\N,\N,\N,4.4,20,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
197,2,1,Mechanical Keyboard Edition,mechanical-keyboard-edition-88,RGB mechanical gaming keyboard with customizable switches.,RGB mechanical gaming keyboard with customizable switches.,149.45,197.388,SKU-000088-9146,7,2.0152869219885954,\N,"[""/uploads/products/product_197.png""]",true,false,false,approved,\N,\N,\N,4.3,15,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
198,1,1,Mechanical Keyboard,mechanical-keyboard-89,RGB mechanical gaming keyboard with customizable switches.,RGB mechanical gaming keyboard with customizable switches.,112.97,144.132,SKU-000089-4833,72,2.6931210727302823,\N,"[""/uploads/products/product_198.png""]",true,false,false,approved,\N,\N,\N,4.3,13,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
199,2,1,Wireless Mouse Plus,wireless-mouse-plus-90,Ergonomic wireless mouse with precision tracking.,Ergonomic wireless mouse with precision tracking.,76.92,107.14800000000001,SKU-000090-5199,17,3.321210786626905,\N,"[""/uploads/products/product_199.png""]",true,false,false,approved,\N,\N,\N,3.9,25,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
200,3,1,Wireless Mouse,wireless-mouse-91,Ergonomic wireless mouse with precision tracking.,Ergonomic wireless mouse with precision tracking.,54.58,76.488,SKU-000091-4363,20,4.447745734912902,\N,"[""/uploads/products/product_200.png""]",true,false,false,approved,\N,\N,\N,4.4,22,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
201,1,1,Wireless Mouse,wireless-mouse-92,Ergonomic wireless mouse with precision tracking.,Ergonomic wireless mouse with precision tracking.,88.11,107.748,SKU-000092-9867,51,3.250895701654044,\N,"[""/uploads/products/product_201.png""]",true,false,false,approved,\N,\N,\N,3.9,23,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
202,3,1,Wireless Mouse V2,wireless-mouse-v2-93,Ergonomic wireless mouse with precision tracking.,Ergonomic wireless mouse with precision tracking.,86.25,103.98,SKU-000093-8128,70,2.957010662831891,\N,"[""/uploads/products/product_202.png""]",true,false,false,approved,\N,\N,\N,4.8,8,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
203,3,1,Wireless Mouse,wireless-mouse-94,Ergonomic wireless mouse with precision tracking.,Ergonomic wireless mouse with precision tracking.,54.7,66.816,SKU-000094-9387,80,2.73833074217674,\N,"[""/uploads/products/product_203.png""]",true,false,false,approved,\N,\N,\N,4.3,44,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
204,3,1,Pro Wireless Mouse,pro-wireless-mouse-95,Ergonomic wireless mouse with precision tracking.,Ergonomic wireless mouse with precision tracking.,75.14,95.772,SKU-000095-2538,8,0.2014448294537072,\N,"[""/uploads/products/product_204.png""]",true,true,false,approved,\N,\N,\N,3.6,36,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
205,1,1,Wireless Mouse Max,wireless-mouse-max-96,Ergonomic wireless mouse with precision tracking.,Ergonomic wireless mouse with precision tracking.,65.21,85.212,SKU-000096-7822,90,4.047647575316204,\N,"[""/uploads/products/product_205.png""]",true,true,false,approved,\N,\N,\N,4.5,22,\N,2025-09-17T14:11:40,2025-11-07T20:11:15
